name,category,rating_value,rating_count,StoryLine,keywords,Genres
星際效應 (2014),Sci-Fi,8.6,1470035.0,"Earth's future has been riddled by disasters, famines, and droughts. There is only one way to ensure mankind's survival: Interstellar travel. A newly discovered wormhole in the far reaches of our solar system allows a team of astronauts to go where no man has gone before, a planet that may have the right environment to sustain human life.","['astronaut', 'saving the world', 'relativity', 'gravity', 'nasa']","['Adventure', 'Drama', 'Sci-Fi', 'Thriller']"
Soulmates ,Sci-Fi,5.4,498.0,"This takes place 15 years from now, when science makes a discovery that changes the lives of everyone on the planet - a way to find your soulmate through six provocative stories about the cost of finding true love.",['science'],"['Drama', 'Romance', 'Sci-Fi']"
Misfits ,Sci-Fi,8.2,92000.0,"Nathan, Kelly, Simon, Alisha and Curtis were expecting their community service to be boring. However after a freak thunderstorm they discover that it is anything but dull. Bestowed with strange powers, the five very different teens realize they have a lot more to worry about than just picking up litter, especially as they discover that they are not the only ones who have been given strange powers. Secrets will be revealed, feelings brought to the surface and relationships formed and broken. But hey, its only 12 weeks of community service; what's the worst that could happen?","['time travel', 'friendship', 'supernatural power', 'community center', 'bare breasts']","['Comedy', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']"
The Stand ,Sci-Fi,7.2,31671.0,"When a government-run lab accidentally lets loose a deadly virus, most of the population of the world is wiped out. Survivors begin having dreams about two figures: a mystical old woman, or a foreboding, scary man. As the story tracks various people, we begin to realize that the two figures exemplify basic forces of good and evil, and the stage is set for a final confrontation between the representatives of each.","['usa', 'atom bomb', 'nuclear explosion', 'atomic explosion', 'based on the works of stephen king']","['Adventure', 'Drama', 'Fantasy', 'Horror', 'Sci-Fi']"
X檔案 ,Sci-Fi,8.6,195260.0,"Two FBI agents, Fox Mulder and Dana Scully work in an unassigned detail of the bureau called the X-Files investigating cases dealing with unexplained paranormal phenomena. Mulder, a true believer, and Scully, a skeptic, perceive their cases from stand points of science and the paranormal.","['alien conspiracy', 'paranormal phenomenon', 'trust no one', 'paranormal investigator', 'romantic tension']","['Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
Swamp Thing ,Sci-Fi,7.6,18586.0,"Abby Arcane returns home to Marais, Louisiana to investigate a deadly swamp-borne virus, only to discover the dark, terrifying mysteries of the swamp.","['based on comic book', 'reboot', 'vertigo comics', 'dc comics', 'monster']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Sci-Fi']"
Utopia ,Sci-Fi,8.4,39733.0,Utopia will follow a group of people who find themselves in possession of a manuscript of a cult graphic novel. The tome is rumoured to have predicted the worst disasters of the last century and the group soon find themselves targeted by a shadowy organisation known only as The Network.,"['graphic novel', 'paranoia', 'intrigue', 'dystopia', 'absurdism']","['Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
飢餓遊戲 (2012),Sci-Fi,7.2,835054.0,"In a dystopian future, the totalitarian nation of Panem is divided into 12 districts and the Capitol. Each year two young representatives from each district are selected by lottery to participate in The Hunger Games. Part entertainment, part brutal retribution for a past rebellion, the televised games are broadcast throughout Panem. The 24 participants are forced to eliminate their competitors while the citizens of Panem are required to watch. When 16-year-old Katniss' young sister, Prim, is selected as District 12's female representative, Katniss volunteers to take her place. She and her male counterpart, Peeta, are pitted against bigger, stronger representatives, some of whom have trained for this their whole lives.","['wasp', 'swarm of bees', 'female protagonist', 'self survival', 'game']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
瑞克和莫蒂 ,Sci-Fi,9.2,359029.0,"An animated series on adult-swim about the infinite adventures of Rick, a genius alcoholic and careless scientist, with his grandson Morty, a 14 year-old anxious boy who is not so smart. Together, they explore the infinite universes; causing mayhem and running into trouble.","['scientist', 'satire', 'social satire', 'adult animation', 'grandfather grandson relationship']","['Animation', 'Adventure', 'Comedy', 'Sci-Fi']"
全面啟動 (2010),Sci-Fi,8.8,2024196.0,"Dom Cobb is a skilled thief, the absolute best in the dangerous art of extraction, stealing valuable secrets from deep within the subconscious during the dream state, when the mind is at its most vulnerable. Cobb's rare ability has made him a coveted player in this treacherous new world of corporate espionage, but it has also made him an international fugitive and cost him everything he has ever loved. Now Cobb is being offered a chance at redemption. One last job could give him his life back but only if he can accomplish the impossible, inception. Instead of the perfect heist, Cobb and his team of specialists have to pull off the reverse: their task is not to steal an idea, but to plant one. If they succeed, it could be the perfect crime. But no amount of careful planning or expertise can prepare the team for the dangerous enemy that seems to predict their every move. An enemy that only Cobb could have seen coming.","['dream', 'ambiguous ending', 'subconscious', 'surprise ending', 'psycho thriller']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
萬惡高譚市 ,Sci-Fi,7.8,208956.0,"In crime ridden Gotham City, Thomas and Martha Wayne are murdered before young Bruce Wayne's eyes. Although Gotham City Police Department detectives, James Gordon, and his cynical partner, Harvey Bullock, seem to solace's the case quickly, things are not so simple. Inspired by Bruce's traumatized desire for justice, Gordon vows to find it amid Gotham's corruption. Thus begins Gordon's lonely quest that would set him against his own comrades and the underworld with their own deadly rivalries and mysteries. In the coming wars, innocence will be lost and compromises will be made as some criminals will fall as casualties while others will rise as super villains. All the while, young Bruce observes this war with a growing obsession that would one day drive him to seek his own justice against the evil of Gotham as The Batman.","['police', 'dc comics', 'based on comic book', 'city', 'corruption']","['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
眼鏡蛇道館 ,Sport,8.7,75380.0,"Thirty years after their final confrontation at the 1984 All Valley Karate Tournament, Johnny Lawrence is at rock-bottom as an unemployed handyman haunted by his wasted life. However, when Johnny rescues a bullied kid, Miguel, from bullies, he is inspired to restart the notorious Cobra Kai dojo. However, this revitalization of his life and related misunderstandings find Johnny restarting his old rivalry with Daniel LaRousso, a successful businessman who may be happily married, but is missing an essential balance in life since the death of his mentor, Mr. Miyagi. Meanwhile, even as this antipathy festers, it finds itself reflected in their protegees as Miguel and his comrades are gradually poisoned by Cobra Kai's thuggish philosophy. Meanwhile, while Daniel's daughter, Samantha, finds herself in the middle of this conflict amidst false friends, Johnny's estranged miscreant son, Robby, finds himself inadvertently coming under Daniel's wing and flourishes in ways worthy of Mr. Miyagi.","['web series', '30 years later', 'sensei', 'tv sequel to theatrical movie', 'alliterative title']","['Action', 'Comedy', 'Drama', 'Sport']"
泰德拉索：錯棚教練趣事多 ,Sport,8.7,16895.0,Follows US American Football coach Ted Lasso heading to the UK to manage a struggling London football team in the top flight of English football.,"['soccer', 'football', 'soccer coach', 'football manager', 'assistant coach']","['Comedy', 'Drama', 'Sport']"
小子難纏 (1984),Sport,7.3,183431.0,"Daniel and his mother move from New Jersey to California. She has a wonderful new job, but Daniel quickly discovers that a dark haired Italian boy with a Jersey accent doesn't fit into the blond surfer crowd. Daniel manages to talk his way out of some fights, but he is finally cornered by several who belong to the same karate school. As Daniel is passing out from the beating he sees Miyagi, the elderly gardener leaps into the fray and save him by outfighting half a dozen teenagers. Miyagi and Daniel soon find out the real motivator behind the boys' violent attitude in the form of their karate teacher. Miyagi promises to teach Daniel karate and arranges a fight at the all-valley tournament some months off. When his training begins, Daniel doesn't understand what he is being shown. Miyagi seems more interested in having Daniel paint fences and wax cars than teaching him Karate.","['karate', 'teenager', 'fight', 'paint', 'training']","['Action', 'Drama', 'Family', 'Sport']"
